"time","tx_b","rx_b"
1,0,0
2,0,0
3,0,0
4,70,70
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,54802,13171
59,112248,29021
60,113533,28600
61,135576,29173
62,105548,31137
63,109767,30576
64,127578,29727
65,107787,31761
66,114426,29753
67,146386,29800
68,108781,29468
69,129581,27519
70,134390,26223
71,159792,27353
72,126550,28867
73,154943,30090
74,171033,29193
75,138506,30013
76,120607,28710
77,135958,26577
78,114576,28965
79,132902,28860
80,146058,28721
81,128059,29721
82,166847,29348
83,165337,27444
84,158118,26918
85,206351,29689
86,190266,29178
87,187212,28374
88,169363,26134
89,198469,24549
90,236176,28044
91,202703,29124
92,189233,28929
93,260945,27106
94,246200,26863
95,185388,26178
96,157707,21735
97,182189,21390
98,243698,23788
99,275190,26256
100,211483,25930
101,39304,6172
102,204928,29773
103,291406,25679
104,275754,23916
105,238199,27717
106,211861,26018
107,164807,18061
108,128712,18540
109,299472,28168
110,264732,28627
111,212377,27632
112,253866,28965
113,195450,27009
114,281018,28522
115,258669,30580
116,205619,29800
117,244416,31046
118,238844,28051
119,232803,30929
120,170880,27884
121,127227,14950
122,244163,33494
123,250899,31767
124,220937,32857
125,202036,27857
126,241289,34218
127,246561,34396
128,249578,33356
129,244001,31569
130,216492,33797
131,205244,31883
132,231571,31255
133,193289,32570
134,182973,29698
135,93425,14021
136,182499,28379
137,168745,31624
138,170950,31464
139,185118,32703
140,145605,29857
141,143380,29222
142,150044,28919
143,148419,28045
144,145463,28413
145,135187,28096
146,167679,27776
147,179320,30074
148,158447,28145
149,167870,28065
150,156023,29358
151,179982,29350
152,96804,18920
153,112400,16111
154,155775,27733
155,177845,27091
156,152025,27641
157,165137,28720
158,158080,29370
159,157859,28971
160,158327,27878
161,149953,28809
162,151518,30222
163,154123,30762
164,126770,28542
165,137784,28196
166,139305,28980
167,119848,30181
168,131497,27730
169,81063,18536
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,0
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
