"time","tx_b","rx_b"
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,4735,1569
61,22642,7057
62,41915,7522
63,30490,7629
64,25687,7749
65,37664,7695
66,23733,7485
67,21542,7279
68,36103,7550
69,26880,7064
70,28104,7192
71,32216,6907
72,43046,7365
73,22871,6758
74,32967,7254
75,64633,8553
76,34316,7628
77,22759,5363
78,11959,3143
79,45910,7184
80,26308,7257
81,22816,6978
82,41456,7328
83,34136,7645
84,28020,7191
85,36371,6965
86,62836,8252
87,32130,7129
88,27391,5840
89,25705,3295
90,55792,5764
91,43693,6281
92,37177,6751
93,53315,7929
94,59519,5576
95,55616,6182
96,32656,6135
97,40637,6392
98,58210,6240
99,72416,6882
100,47003,5910
101,48544,7037
102,13294,1164
103,32136,5900
104,55516,4884
105,59550,5346
106,75685,7900
107,48500,6355
108,24824,2260
109,80741,10075
110,64611,6348
111,58514,6818
112,71323,7821
113,32095,5828
114,58843,4926
115,66976,6536
116,61722,8766
117,61127,6698
118,58675,7033
119,53435,5270
120,46314,7660
121,42255,5277
122,18078,3260
123,65356,7272
124,62667,7446
125,43086,7179
126,44184,6221
127,75065,8176
128,69646,9556
129,56506,9365
130,82677,10054
131,67137,9274
132,54946,8798
133,78622,9501
134,59435,8490
135,42556,6959
136,17853,3819
137,66418,7224
138,49033,8334
139,48598,8033
140,56815,8509
141,46089,7962
142,32778,7128
143,42139,7928
144,40297,7342
145,32199,7064
146,36491,7221
147,47178,9136
148,38396,8001
149,37115,7216
150,50479,7672
151,39720,7724
152,47665,8273
153,13331,2016
154,49148,7316
155,29662,6448
156,43179,7231
157,55364,7398
158,36566,7132
159,43209,7682
160,45111,7300
161,47965,7444
162,35872,8062
163,45250,8338
164,43208,7540
165,31542,7066
166,37153,7265
167,46505,8184
168,31931,8574
169,68932,13470
170,17677,5082
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,0
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
